id,title,author,type,school,timeframe,description,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_7_url,image_8_url,image_9_url,image_10_url,gt
76,The Galleria Farnese,"CARRACCI, Annibale",mythological,Italian,1551-1600,"In 1597 Cardinal Odoardo Farnese commissioned Annibale Carracci's great masterpiece, the ceiling of the Galleria Farnese in the Palazzo Farnese, the most splendid and influential ceiling decoration in Rome since that of the Sistine Chapel. Annibale's brother Agostino assisted him on at least two of the scenes until they quarrelled and Agostino left Rome. In contrast to the earlier interpretation which saw them as a Neoplatonic allegory of the victory of Celestial Love over physical passion, in recent years Annibale's frescoes have generally been regarded as a witty and joyous celebration of the classical gods in love.During the 1570s and 1580s fresco cycles with mythological subjects had been relatively unfashionable in Rome, since the climate of the Counter Reformation favoured religious decoration, even in secular buildings such as palaces and villas. It may be a measure of the Catholic Church's confidence in winning the battle for souls that it could increasingly tolerate such overtly erotic decoration, even in a cardinal's palace, albeit in what was probably one of the more private rooms. Besides celebrating love's power to conquer, it is likely that the frescoes were intended to complement the antique statues, some of the finest in one of Rome's most magnificent collection of antiquities, which were displayed there",07957-farnes01.jpg,36111-hercules.jpg,05692-sun1.jpg,15337-jupiter.jpg,29406-venus_c.jpg,09498-1wedding.jpg,35516-48mythol.jpg,16883-sheba.jpg,40149-birthven.jpg,43562-allegory.jpg,1
77,The Giudecca Canal with the Zattere,"GUARDI, Francesco",landscape,Italian,1751-1800,This view is dominated by the great marble bulk of the Church of Gesuati built in the 18th century,42377-souda.jpg,42512-cathedra.jpg,09373-leaping.jpg,08420-figures.jpg,35839-valkhof1.jpg,19686-westerke.jpg,29474-landsuns.jpg,04410-landscap.jpg,18726-guard106.jpg,04981-moonlit.jpg,9
78,The Holy Family,"GOSSART, Jan",religious,Flemish,1501-1550,"In this condensed composition the young Virgin, sitting on a stone ledge, offers the Christ Child a white rose symbolizing her virginity and thus the miracle of Christ's birth. At the other side of the ledge an aged Joseph leans on his walking stick. Hand gestures and directional glances unite the figures in the composition filled with antique architectural elements",14788-giustina.jpg,24109-95magi.jpg,17505-14virgin.jpg,16385-chris13.jpg,10534-madonna.jpg,08864-12peter.jpg,02764-eccehomo.jpg,23189-32monaco.jpg,34269-phaeton.jpg,24000-zeno04.jpg,3
79,The Jews Gathering the Manna in the Desert,"POUSSIN, Nicolas",religious,French,1601-1650,"It was already apparent to Poussin's contemporaries that the artist had given much thought, in The Israelites Gathering Manna, to the means by which painting could unfold a sequence of events before the eyes of the viewer. The artist combines selected aspects of the biblical story into one scene, so as to illustrate the scale of the Israelites' divine rescue from hunger and misery.This painting can be considered a variation on the Raphael fresco, The School of Athens, in the Vatican. Moses in particular, in his draperies and pointing gesture, directly cites the figure of Plato in Raphael's fresco. Poussin has simply transformed the latter's architectural backdrop into a rock formation and rotated the setting - which in the fresco lies parallel to the pictorial plane - as if on a turntable towards the right, so that it now leads away at a diagonal into the depths",43957-2luke.jpg,05008-findmose.jpg,32539-mad_chil.jpg,32267-19gather.jpg,00781-3predel4.jpg,25224-karlstei.jpg,01094-christ.jpg,37004-service.jpg,44046-1diptych.jpg,04389-annuncia.jpg,4
80,The Leaping Horse,"CONSTABLE, John",landscape,English,1801-1850,"For some of his large canvases Constable painted full-size oil sketches, The Leaping Horse being an example. Here he has tried to freeze a sudden action - the leap of a barge horse over a cattle barrier on the Stour towpath. But to the modern observer his own description of the picture, written shortly before it was ready for the 1825 Academy exhibition - 'calm &#38; exhilarating, fresh &#38; blowing' - applies more happily to the sketch; the greatest sufferer in the finished canvas is the sky, which has lost its bubbling clouds",42377-souda.jpg,42512-cathedra.jpg,09373-leaping.jpg,08420-figures.jpg,35839-valkhof1.jpg,19686-westerke.jpg,29474-landsuns.jpg,04410-landscap.jpg,18726-guard106.jpg,04981-moonlit.jpg,3
81,The Malvagna Altarpiece (exterior wings),"GOSSART, Jan",religious,Flemish,1501-1550,The exterior wings of the triptych represent Adam and Eve in a landscape. Recent technical examinations showed that the figures and landscape were not executed by the same hand. It is assumed that the landscape was painted by Gerard David,36799-carrying.jpg,35316-sketch1.jpg,25926-cremona1.jpg,05439-110madon.jpg,17474-3malvag4.jpg,00954-02virgin.jpg,37575-cleopatr.jpg,04511-virgin_c.jpg,40266-organ_2.jpg,16534-s_jerome.jpg,5
82,The Painter's Studio,"MUSSCHER, Michiel van",genre,Dutch,1651-1700,In this studio scene one could interpret the way in which the painter looks at the viewer as a welcome to his imaginary workplace,08667-01soap.jpg,20578-company5.jpg,04578-pendant2.jpg,29311-painter.jpg,09848-courb111.jpg,04586-young_gi.jpg,06918-elegantw.jpg,21435-fetewood.jpg,22942-09ridott.jpg,03173-spicesho.jpg,4
83,The Presentation of Christ in the Temple,"ANGELICO, Fra",religious,Italian,1401-1450,"In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each). The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption (23 x 183 cm), namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of the Presentation of Christ in the Temple. In this scene Joseph, the Virgin, the High Priest and St Anne stand in the foreground, a nave of receding columns extending backwards behind them. Exterior space is hinted at by the doorway to the left, the round window in the apse, the edge of the top light high above the nave and the strong light hitting the foreground from a source outside the picture space",43957-2luke.jpg,05008-findmose.jpg,32539-mad_chil.jpg,32267-19gather.jpg,00781-3predel4.jpg,25224-karlstei.jpg,01094-christ.jpg,37004-service.jpg,44046-1diptych.jpg,04389-annuncia.jpg,5
84,The Pumpkin,"BIMBI, Bartolomeo",still-life,Italian,1651-1700,"Bimbi was a specialist in depicting natural curiosities such as this giant pumpkin placed in a landscape. According to the inscription at the bottom it was grown in Pisa in 1711, and it weighed 160 pounds (c. 53 kg)",38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,9
85,The Queen of Sheba,"GLEYRE, Charles-Gabriel",mythological,Swiss,1801-1850,"Gleyre handled Oriental themes as well as his antique Neoclassical subjects. Numerous watercolours document his travels and depict ruined Egyptian temples. In adventurous compilations of oriental components he succeeded in intensifying the fairy-tale element into historic imaginative depictions, as in the Queen of Sheba, which is fantastic and theatrical in both colouring and scenery",07957-farnes01.jpg,36111-hercules.jpg,05692-sun1.jpg,15337-jupiter.jpg,29406-venus_c.jpg,09498-1wedding.jpg,35516-48mythol.jpg,16883-sheba.jpg,40149-birthven.jpg,43562-allegory.jpg,8
86,The Rising of the Sun,"BOUCHER, Franois",mythological,French,1701-1750,"The companion piece The Setting of the Sun is also in the Wallace Collection.These extravagant and wonderful pictures show Apollo as God of the Sun leaving Tethys with her Nereids and Tritons in the river Ocean as he drives up the morning sun in his chariot drawn by four white horses, and then returning to her at nightfall. Boucher counted these amongst his most successful pictures",07957-farnes01.jpg,36111-hercules.jpg,05692-sun1.jpg,15337-jupiter.jpg,29406-venus_c.jpg,09498-1wedding.jpg,35516-48mythol.jpg,16883-sheba.jpg,40149-birthven.jpg,43562-allegory.jpg,3
87,The Spice Shop,"BARBIERI, Paolo Antonio",genre,Italian,1601-1650,"Paolo Antonio Barbieri, brother of the famous Guercino, was a master of the still-life. The austere composition of The Spice Shop, in which tall spice jars are arranged in a row parallel to the picture plane, has similarities with the art of Jacopo da Empoli, while the characterization of the youthful and romantic seller of spices reflects aspects of Guercino&#146;s style, though the execution is drier",08667-01soap.jpg,20578-company5.jpg,04578-pendant2.jpg,29311-painter.jpg,09848-courb111.jpg,04586-young_gi.jpg,06918-elegantw.jpg,21435-fetewood.jpg,22942-09ridott.jpg,03173-spicesho.jpg,10
88,The Studio of the Painter,"COURBET, Gustave",genre,French,1851-1900,"The subtitle of the huge painting is Real Allegory of Seven Years of My Artistic and Moral Life. Courbet did not like to talk about his art, but made an exception for this work: ""It is the moral and physical story of my studio. ... it is the world that comes to be painted. .. .The painting is divided into two parts. I am in the middle, painting. On the right are... friends... On the left, the other world of trivial life...""In 1854, Courbet began work on The Studio which he would like to submit for the Exposition universelle. Courbet described the painting in a letter: ""I see society with its concerns and passions; it is the world that comes to be painted.... The scene takes place in my atelier in Paris. The painting is divided into two parts. I am in the middle, painting. On the right are the shareholders, that is, friends, workers, devotees of the art world. On the left, the other world of trivial life, the people, misery, poverty, wealth, the exploited and the exploiters, the people who live off death.""The Studio presents a completely original synthesis and a thoroughly unexpected confrontation. There is no parallel in Courbet's later career for this generous, indeed baroque, vision, in which models and minds come together. Courbet sought to present the studio as an overall image of the role of art. He declared the autonomy and subjectivity of his perception in the face of history and the real world, both of which he had in his own way summoned into the studio. The master of ceremonies is seen painting a landscape, a practice that was to become increasingly central during the rest of his life. Meanwhile, the notion of a group portrait as homage or allegory in the spirit of Frans Hals, Rembrandt or Philippe de Champaigne, is perfectly achieved.The painting was a success at the Exposition, however, it did not find a buyer, remaining rolled up in a corner of the rue Hautefeuille studio till 1881, when Courbet's sister Juliette, his sole heir, decided to sell it. By then it had become something of a burden. It raised 21,000 francs (some 3,200 euros). Only in 1920 was it acquired by the Louvre, finding its way to the Mus�e d'Orsay some sixty years later",08667-01soap.jpg,20578-company5.jpg,04578-pendant2.jpg,29311-painter.jpg,09848-courb111.jpg,04586-young_gi.jpg,06918-elegantw.jpg,21435-fetewood.jpg,22942-09ridott.jpg,03173-spicesho.jpg,5
89,The Valkhof at Nijmegen,"RUYSDAEL, Salomon van",landscape,Dutch,1601-1650,"The picture shows the Valkhof at Nijmegen with a ferry crossing the river Waal. The site of the medieval Valkhof, the fortress built on Roman foundations that dominates the city, was and indeed still is dramatic, towering over a bend in the river. Both Ruysdael and Van Goyen painted it on several occasions",42377-souda.jpg,42512-cathedra.jpg,09373-leaping.jpg,08420-figures.jpg,35839-valkhof1.jpg,19686-westerke.jpg,29474-landsuns.jpg,04410-landscap.jpg,18726-guard106.jpg,04981-moonlit.jpg,5
90,The Wedding of Peleus and Thetis,CORNELIS VAN HAARLEM,mythological,Dutch,1551-1600,"The Haarlem government commissioned this painting to decorate a guesthouse for the Orange family and other dignitaries. The painting's reference to the beginnings of the Trojan War presented an impressive reminder that even trivial discord causes devastating wars. This was a topical message in Haarlem, which had suffered debilitating defeat in a Spanish siege of 1573. The work also showcased Haarlem's patronage of sophisticated international history painting.In this painting, depicting events leading up to the Trojan War, Cornelis van Haarlem represented the assembled gods as naked muscle-men and soft-skinned women, in endlessly varied poses. Their idealized, heroic bodies befit their immortality and the ominous event they witness. These figures were clearly based on drawings after the nude which Cornelis could have made in the small academy in Haarlem. His grand style would have reminded knowledgeable viewers of the history painting of the Italian Renaissance, specifically of Michelangelo and his followers, and of the praise for idealized nudity and difficult poses in sophisticated art theory",07957-farnes01.jpg,36111-hercules.jpg,05692-sun1.jpg,15337-jupiter.jpg,29406-venus_c.jpg,09498-1wedding.jpg,35516-48mythol.jpg,16883-sheba.jpg,40149-birthven.jpg,43562-allegory.jpg,6
91,Triple Portrait (Sister and Brothers),"FERENCZY, Kroly",portrait,Hungarian,1851-1900,"The portrait represents the painter's three children, his son Valr (1885-1954), painter and graphic artist, and the twins Bni (1890-1967), painter and graphic artist and Nomi (1890-1957), a painter who established tapestry in Hungary",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,6
92,Two Hanged Teals,"DANDINI, Cesare",still-life,Italian,1601-1650,This image of objective scientific representation was consistent with Medici interests,38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,6
93,Vanitas with a Vase of Theriac,"STOSKOPFF, Sbastien",still-life,French,1601-1650,This masterpiece of the Vanitas genre is signed on the table and dated on the flask containing a juice or a liquor made of lemon labelled in Latin 'Succucz limonum',38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,1
94,Venus and Cupid,"NATOIRE, Charles-Joseph",mythological,French,1701-1750,"By 1745, when this painting was executed, Natoire had become one of the most important painters in Paris, and one of the most adept and sensual practitioners of the art of the French Rococo. The painting is signed lower left: C. NATOIRE f.",07957-farnes01.jpg,36111-hercules.jpg,05692-sun1.jpg,15337-jupiter.jpg,29406-venus_c.jpg,09498-1wedding.jpg,35516-48mythol.jpg,16883-sheba.jpg,40149-birthven.jpg,43562-allegory.jpg,5
95,View of a Moonlit Mediterranean Harbour,"BONAVIA, Carlo",landscape,Italian,1751-1800,"The pendant of this signed and dated painting, View of Vesuvius Erupting from the Pier of the Port of Naples, is in the Museo di San Martino, Naples",42377-souda.jpg,42512-cathedra.jpg,09373-leaping.jpg,08420-figures.jpg,35839-valkhof1.jpg,19686-westerke.jpg,29474-landsuns.jpg,04410-landscap.jpg,18726-guard106.jpg,04981-moonlit.jpg,10
96,View of the Choir and Tower of Utrecht Cathedral,"VERHEYEN, Jan Hendrik",landscape,Dutch,1801-1850,This view is one of the painter's most beautiful townscape paintings,42377-souda.jpg,42512-cathedra.jpg,09373-leaping.jpg,08420-figures.jpg,35839-valkhof1.jpg,19686-westerke.jpg,29474-landsuns.jpg,04410-landscap.jpg,18726-guard106.jpg,04981-moonlit.jpg,2
97,"View of the Westerkerk, Amsterdam","HEYDEN, Jan van der",landscape,Dutch,1651-1700,"The works of Jan van der Heyden, one of the finest city-view specialists, are responsible for our general impressions of seventeenth-century Amsterdam. In paintings such as his View of the Westerkerk he presented a pristine, sunny image of the city in the 1670s. These cityscapes, many of which inventively recombine actual and fictional buildings, are as interesting for their omissions as for their inclusions. Both serious and comic descriptions of Amsterdam called attention to the busy traffic of people and carts, to the crying children and fighting street dwellers, to dirt and to crime, but van der Heyden's city views edit out congestion, noise, transgression, and dust, and gloss over class distinctions. They thereby present a salutary image of a unified, prosperous city, a beautifully painted fiction affordable only to its prosperous elite.Van der Heyden's painting takes as its centerpiece the Westerkerk, a church designed in 1620 by Hendrick de Keyser, then the city's most famous architect. Although the structure owed much to earlier Netherlandish designs executed in warmly coloured local brick, its details are innovative. To contemporaries the bell tower, completed in 1638, must have looked cosmopolitan with its three levels of classical columns in stone, topped by brackets that support a fanciful bulb. As the largest Protestant church built up to that time, it constituted a local answer to the magnificent tradition of Catholic building.Although de Keyser's church primarily served the Jordaan, a modest neighbourhood, van der Heyden represented it as seen from the stately Keizersgracht, the new Emperor's Canal",42377-souda.jpg,42512-cathedra.jpg,09373-leaping.jpg,08420-figures.jpg,35839-valkhof1.jpg,19686-westerke.jpg,29474-landsuns.jpg,04410-landscap.jpg,18726-guard106.jpg,04981-moonlit.jpg,6
98,Virgin and Child Enthroned with Five Saints and Two Angels,BIAGIO D'ANTONIO,religious,Italian,1451-1500,"The painting was executed in the workshop of Andrea del Verrocchio with the participation of Biagio d'Antonio. The represented standing saints are, from left to right, an unidentified bishop saint, St Peter Martyr, St Vincent Ferrer and St James the Great. In the foreground St Catherine of Siena is knelling at the feet of the Virgin",36799-carrying.jpg,35316-sketch1.jpg,25926-cremona1.jpg,05439-110madon.jpg,17474-3malvag4.jpg,00954-02virgin.jpg,37575-cleopatr.jpg,04511-virgin_c.jpg,40266-organ_2.jpg,16534-s_jerome.jpg,8
99,Virgin and Child with Sts Dominic and Catherine of Alexandria,"ANGELICO, Fra",religious,Italian,1401-1450,"This small high quality panel shows the Virgin in glory between two groups of praying angels. She is worshipped by Saint Dominic and Saint Catherine of Alexandria, who appear on a smaller scale at the sides of the throne. The former, wearing the Dominican habit, holds a lily in one hand, and in the other the book of the Constitutions of the Order of Preachers (Dominicans); the latter, recognizable by her attribute, the wheel, holds the martyr's palm between her hands. The holy child, standing on his mother's lap, strokes her cheek with his right hand while she holds him close, and in her free hand she holds a white rose.The early provenance of the panel is not known",36799-carrying.jpg,35316-sketch1.jpg,25926-cremona1.jpg,05439-110madon.jpg,17474-3malvag4.jpg,00954-02virgin.jpg,37575-cleopatr.jpg,04511-virgin_c.jpg,40266-organ_2.jpg,16534-s_jerome.jpg,6
100,Young Girl Holding a Letter,"BIJLERT, Jan van",genre,Dutch,1601-1650,"This painting, treating a subject very popular in Dutch seventeenth-century genre painting, had a companion piece (now lost) depicting a soldier with a feathered hat",08667-01soap.jpg,20578-company5.jpg,04578-pendant2.jpg,29311-painter.jpg,09848-courb111.jpg,04586-young_gi.jpg,06918-elegantw.jpg,21435-fetewood.jpg,22942-09ridott.jpg,03173-spicesho.jpg,6
